original_value,curated_ontology,curated_ontology_term_id,curated_ontology_term_db
 METASTATIC SITE: PLEURAL EFFUSION,Pleural Effusion<;>Site of Metastasis,NCIT:C3331<;>NCIT:C172233,NCIT
POLYCYTHEMIA VERA,Polycythemia Vera,NCIT:C3336,NCIT
POLYCYTHAEMIA VERA MYELOFIBROSIS,Polycythemia Vera<;>Myelofibrosis,NCIT:C3336<;>NCIT:C3248,NCIT
RECURRENCE,Recurrence,NCIT:C3352,NCIT
THIRD RECURRENCE,Recurrence,NCIT:C3352,NCIT
SECOND RECURRENCE,Recurrence,NCIT:C3352,NCIT
FOURTH RECURRENCE,Recurrence,NCIT:C3352,NCIT
RHABDOMYOSARCOMA,Rhabdomyosarcoma,NCIT:C3359,NCIT
RMS,Rhabdomyosarcoma,NCIT:C3359,NCIT
SEZARY SYNDROME,Sezary Syndrome,NCIT:C3366,NCIT
SEZARY_SYNDROME,Sezary Syndrome,NCIT:C3366,NCIT
"T-CELL, NON-HODGKINS, CUTANEOUS, SEZARY SYNDROME",Sezary Syndrome,NCIT:C3366,NCIT
THIGH,Thigh,NCIT:C33763,NCIT
SOFT TISSUE TUMOR,Soft Tissue Neoplasm,NCIT:C3377,NCIT
SOMATOSTATINOMA,Somatostatin-Producing Neuroendocrine Tumor,NCIT:C3379,NCIT
SYNOVIAL SARCOMA,Synovial Sarcoma,NCIT:C3400,NCIT
SYNOVIAL_SARCOMA,Synovial Sarcoma,NCIT:C3400,NCIT
SARCOMA; SYNOVIAL; POORLY DIFFERENTIATED,Synovial Sarcoma<;>Poorly Differentiated,NCIT:C3400<;>NCIT:C14167,NCIT
TERATOMA,Teratoma,NCIT:C3403,NCIT
ESSENTIAL THROMBOCYTHEMIA,Essential Thrombocythemia,NCIT:C3407,NCIT
ESSENTIAL_THROMBOCYTHAEMIA,Essential Thrombocythemia,NCIT:C3407,NCIT
ESSENTIAL THROMBOCYTHAEMIA,Essential Thrombocythemia,NCIT:C3407,NCIT
ESSENTIAL THROMBOCYTHEMIA MYELOFIBROSIS,Essential Thrombocythemia<;>Myelofibrosis,NCIT:C3407<;>NCIT:C3248,NCIT
THYMOMA,Thymoma,NCIT:C3411,NCIT
THYM,Thymoma,NCIT:C3411,NCIT
THYMIC TUMOR,Thymus Neoplasm,NCIT:C3412,NCIT
OTHER UTERINE TUMOR,Uterine Neoplasm,NCIT:C3435,NCIT
HEAD AND NECK SQUAMOUS CELL CARCINOMA,Head and Neck Squamous Cell Carcinoma,NCIT:C34447,NCIT
HEAD & NECK SQUAMOUS CELL CARCINOMA,Head and Neck Squamous Cell Carcinoma,NCIT:C34447,NCIT
HEAD AND NECK SQUAMOUS CELL CARCINOMAÃŠ,Head and Neck Squamous Cell Carcinoma,NCIT:C34447,NCIT
SCC HEAD AND NECK,Head and Neck Squamous Cell Carcinoma,NCIT:C34447,NCIT
HEAD AND NECK SQUAMOUS CELL CARCINOMA OF UNKNOWN PRIMARY,Head and Neck Squamous Cell Carcinoma,NCIT:C34447,NCIT
HEAD AND NECK SQUAMOUS,Head and Neck Squamous Cell Carcinoma,NCIT:C34447,NCIT
HNSC,Head and Neck Squamous Cell Carcinoma,NCIT:C34447,NCIT
HNSC_HPV+,Head and Neck Squamous Cell Carcinoma<;>Human Papillomavirus Positive,NCIT:C34447<;>NCIT:C128839,NCIT
HNSC_HPV-,Head and Neck Squamous Cell Carcinoma<;>Human Papillomavirus Negative,NCIT:C34447<;>NCIT:C131488,NCIT
"HEAD & NECK SQUAMOUS CELL CARCINOMA, SPINDLE CELL VARIANT",Head and Neck Squamous Cell Carcinoma<;>Spindle Cell Squamous Cell Carcinoma,NCIT:C34447<;>NCIT:C27084,NCIT
CARCINOSARCOMA-MALIGNANT_MESODERMAL_MIXED_TUMOUR,Carcinosarcoma,NCIT:C34448,NCIT
B-CELL NON-HODGKIN LYMPHOMA,B-Cell Non-Hodgkin Lymphoma,NCIT:C3457,NCIT
B_CELL_LYMPHOMA_UNSPECIFIED,B-Cell Non-Hodgkin Lymphoma,NCIT:C3457,NCIT
"B-CELL, NON-HODGKINS",B-Cell Non-Hodgkin Lymphoma,NCIT:C3457,NCIT
B_CELL_NON_HODGKIN_LYMPHOMA,B-Cell Non-Hodgkin Lymphoma,NCIT:C3457,NCIT
UNDIFFERENTIATED B LYMPHOMA,B-Cell Non-Hodgkin Lymphoma<;>Undifferentiated,NCIT:C3457<;>NCIT:C14176,NCIT
"B-CELL, NON-HODGKINS, MEDIASTINAL LARGE",B-Cell Non-Hodgkin Lymphoma<;>Mediastinal Non-Hodgkin Lymphoma<;>Primary Mediastinal (Thymic) Large B-Cell Lymphoma,NCIT:C3457<;>NCIT:C171037<;>NCIT:C9280,NCIT
"B-CELL, NON-HODGKINS, BURKITTS",B-Cell Non-Hodgkin Lymphoma<;>Burkitt Lymphoma,NCIT:C3457<;>NCIT:C2912,NCIT
"B-CELL, NON-HODGKINS, FOLLICULAR",B-Cell Non-Hodgkin Lymphoma<;>Follicular Lymphoma,NCIT:C3457<;>NCIT:C3209,NCIT
"B-CELL, NON-HODGKINS, MANTLE CELL",B-Cell Non-Hodgkin Lymphoma<;>Mantle Cell Lymphoma,NCIT:C3457<;>NCIT:C4337,NCIT
"B-CELL, NON-HODGKINS, PRIMARY EFFUSION",B-Cell Non-Hodgkin Lymphoma<;>Primary Effusion Lymphoma,NCIT:C3457<;>NCIT:C6915,NCIT
IMMUNOBLASTIC,Immunoblastic Lymphoma,NCIT:C3461,NCIT
T-CELL_LYMPHOMA_OTHER,T-Cell Non-Hodgkin Lymphoma,NCIT:C3466,NCIT
"T-CELL, NON-HODGKINS, CUTANEOUS",Cutaneous T-Cell Non-Hodgkin Lymphoma,NCIT:C3467,NCIT
CUTANEOUS T CELL LYMPHOMA,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,NCIT:C3467,NCIT
T_CELL_CUTANEOUS,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,NCIT:C3467,NCIT
CHOROID PLEXUS TUMOR,Choroid Plexus Neoplasm,NCIT:C3473,NCIT
GRANULAR CELL TUMOR,Granular Cell Tumor,NCIT:C3474,NCIT
ATYPICAL GRANULAR CELL TUMOR,Granular Cell Tumor<;>Atypical,NCIT:C3474<;>NCIT:C25428,NCIT
HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS,Hemophagocytic Lymphohistiocytosis,NCIT:C34792,NCIT
LUNG SQUAMOUS CELL CARCINOMA,Lung Squamous Cell Carcinoma,NCIT:C3493,NCIT
LUSC,Lung Squamous Cell Carcinoma,NCIT:C3493,NCIT
"NON-SMALL CELL LUNG CANCER NSCLC, SQUAMOUS CELL CARCINOMA",Lung Squamous Cell Carcinoma,NCIT:C3493,NCIT
NSCLC_SQUAMOUS,Lung Squamous Cell Carcinoma,NCIT:C3493,NCIT
CUTANEOUS MELANOMA,Cutaneous Melanoma,NCIT:C3510,NCIT
MELANOMA CUTANEOUS,Cutaneous Melanoma,NCIT:C3510,NCIT
SKCM,Cutaneous Melanoma,NCIT:C3510,NCIT
LUNG ADENOCARCINOMA,Lung Adenocarcinoma,NCIT:C3512,NCIT
LUAD,Lung Adenocarcinoma,NCIT:C3512,NCIT
LUNG ADENOCARCINOMA- NOT OTHERWISE SPECIFIED NOS,Lung Adenocarcinoma,NCIT:C3512,NCIT
ESOPHAGEAL CANCER,Esophageal Carcinoma,NCIT:C3513,NCIT
ESCA,Esophageal Carcinoma,NCIT:C3513,NCIT
ESOPHAGEAL CARCINOMA,Esophageal Carcinoma,NCIT:C3513,NCIT
ESOPHAGEAL POORLY DIFFERENTIATED CARCINOMA,Esophageal Carcinoma,NCIT:C3513,NCIT
ESOPHAGUS/STOMACH,Esophageal Carcinoma,NCIT:C3513,NCIT
"ESOPHAGEAL/STOMACH CANCER, NOS",Esophageal Carcinoma,NCIT:C3513,NCIT
ESOPHAGEAL CARCINOMA OTHER,Esophageal Carcinoma,NCIT:C3513,NCIT
"ATYPICAL CHRONIC MYELOID LEUKEMIA, BCR-ABL1-","Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative",NCIT:C3519,NCIT
"ATYPICAL CHRONIC MYELOID LEUKAEMIA, BCR-ABL1 NEGATIVE","Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative",NCIT:C3519,NCIT
MYELOID SARCOMA,Myeloid Sarcoma,NCIT:C3520,NCIT
PERITONEAL SEROUS CARCINOMA,Malignant Peritoneal Neoplasm,NCIT:C3538,NCIT
"PERITONEAL CANCER, NOS",Malignant Peritoneal Neoplasm,NCIT:C3538,NCIT
HISTIOCYTIC_LYMPHOMA,True Histiocytic Lymphoma,NCIT:C35382,NCIT
CHOLANGIOCARCINOMA; INTRAHEPATIC,Intrahepatic Cholangiocarcinoma,NCIT:C35417,NCIT
INTRAHEPATIC CHOLANGIOCARCINOMA,Intrahepatic Cholangiocarcinoma,NCIT:C35417,NCIT
"CHOLANGIOCARCINOMA, INTRAHEPATIC",Intrahepatic Cholangiocarcinoma,NCIT:C35417,NCIT
CHOLANGIO INTRAHEPATIC,Intrahepatic Cholangiocarcinoma,NCIT:C35417,NCIT
CHOL INTRA,Intrahepatic Cholangiocarcinoma,NCIT:C35417,NCIT
"PLEURAL CANCER, NOS",Malignant Pleural Neoplasm,NCIT:C3547,NCIT
THYROID PAPILLARY CARCINOMA - TALL CELL >= 50% TALL CELL FEATURES,Tall Cell Variant Thyroid Gland Papillary Carcinoma,NCIT:C35558,NCIT
TALL CELL VARIANT,Tall Cell Variant Thyroid Gland Papillary Carcinoma,NCIT:C35558,NCIT
"PAPILLARY, TALL CELL VARIANT",Tall Cell Variant Thyroid Gland Papillary Carcinoma,NCIT:C35558,NCIT
TALL CELL VARIANT  PHENOTYPE CHANGED AFTER CONSENSUS UPSTAGED T,Tall Cell Variant Thyroid Gland Papillary Carcinoma,NCIT:C35558,NCIT
TALL CELL,Tall Cell Variant Thyroid Gland Papillary Carcinoma,NCIT:C35558,NCIT
BRAIN CANCER,Malignant Brain Neoplasm,NCIT:C3568,NCIT
BRAIN_CANCER,Malignant Brain Neoplasm,NCIT:C3568,NCIT
COLUMNAR CELL VARIANT,Columnar Cell Variant Thyroid Gland Papillary Carcinoma,NCIT:C35830,NCIT
HEAD AND NECK CARCINOMA,Head and Neck Carcinoma,NCIT:C35850,NCIT
HEAD_NECK_CANCER,Head and Neck Carcinoma,NCIT:C35850,NCIT
 EXTRA-ADRENAL PHEOCHROMOCYTOMA,Extra-Adrenal Pheochromocytoma,NCIT:C35864,NCIT
NODULAR,Nodular Neoplasm,NCIT:C36012,NCIT
UNDIFFERENTIATED MALIGNANT NEOPLASM,Undifferentiated Malignant Neoplasm,NCIT:C36051,NCIT
CHRONIC MYELOMONOCYTIC LEUKEMIA 1,Chronic Myelomonocytic Leukemia-1,NCIT:C36061,NCIT
CHRONIC MYELOMONOCYTIC LEUKEMIA 2,Chronic Myelomonocytic Leukemia-2,NCIT:C36062,NCIT
ROSAI-DORFMAN DISEASE,Rosai-Dorfman Disease,NCIT:C36075,NCIT
CHOLANGIOCARCINOMA; HILAR/PERIHILAR,Hilar Cholangiocarcinoma,NCIT:C36077,NCIT
PERIHILAR CHOLANGIOCARCINOMA,Hilar Cholangiocarcinoma,NCIT:C36077,NCIT
GERMINAL CENTER B-CELL-LIKE GCB DLBCL,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,NCIT:C36080,NCIT
GERMINAL CENTER B-CELL TYPE,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,NCIT:C36080,NCIT
ACTIVATED B-CELL TYPE,Diffuse Large B-Cell Lymphoma Activated B-Cell Type,NCIT:C36081,NCIT
SPINDLED/SCLEROSING/DIFFUSE ANAPLASIA,Anaplastic Lesion<;>Spindle Cell/Sclerosing Rhabdomyosarcoma<;>Diffuse,NCIT:C36113<;>NCIT:C121654<;>NCIT:C14175,NCIT
DENSE/DIFFUSE ANAPLASIA,Anaplastic Lesion<;>Diffuse,NCIT:C36113<;>NCIT:C14175,NCIT
DIFFUSE ANAPLASIA,Anaplastic Lesion<;>Diffuse,NCIT:C36113<;>NCIT:C14175,NCIT
FOCAL ANAPLASIA,Anaplastic Lesion<;>Focal,NCIT:C36113<;>NCIT:C28224,NCIT
"INVASIVE, WELL-DIFFERENTIATED",Well Differentiated Lesion<;>Invasive,NCIT:C36133<;>NCIT:C14159,NCIT
MICROPAPILLARY,Micropapillary Growth Pattern,NCIT:C36181,NCIT
MICROPAPILLARY/ SOLID,Micropapillary Growth Pattern<;>Solid,NCIT:C36181<;>NCIT:C45300,NCIT
PH+-ALL,B Acute Lymphoblastic Leukemia with t(9<;>22)(q34.1<;>q11.2)<;> BCR-ABL1,NCIT:C36312,NCIT
MSI,Microsatellite Instability,NCIT:C36318,NCIT
MSI HYPER-MUTATED,Microsatellite Instability,NCIT:C36318,NCIT
MSI-H,High-Frequency Microsatellite Instability,NCIT:C36493,NCIT
BENIGN_NEOPLASIA,Benign Neoplasm,NCIT:C3677,NCIT
SIGNET_RING_ADENOCARCINOMA,Signet Ring Adenocarcinoma Cell,NCIT:C36777,NCIT
BASAL CELL ADENOCARCINOMA,Salivary Gland Basal Cell Adenocarcinoma,NCIT:C3678,NCIT
INTERMEDIATELY DIFFERENTIATED ADENOCARCINOMA,Moderately Differentiated Adenocarcinoma Cell,NCIT:C36797,NCIT
POORLY DIFFERENTIATED ADENOCARCINOMA,Poorly Differentiated Adenocarcinoma,NCIT:C36798,NCIT
"ADENOCARCINOMA, CLEAR CELL",Adenocarcinoma Clear Cell,NCIT:C36815,NCIT
ATYPICAL SPINDLED AND EPITHELIOID MELANOCYTIC PROLIFERATION,Atypical Spindle Melanocyte<;>Epithelioid Melanocyte,NCIT:C36868<;>NCIT:C36870,NCIT
GOBLET CELL CARCINOID OF THE APPENDIX,Appendix Goblet Cell Adenocarcinoma,NCIT:C3689,NCIT
ANAPLASTIC_CARCINOMA,Anaplastic Carcinoma,NCIT:C3690,NCIT
"CARCINOMA, ANAPLASTIC",Anaplastic Carcinoma,NCIT:C3690,NCIT
UNDIFFERENTIATED CARCINOMA,Undifferentiated Carcinoma,NCIT:C3692,NCIT
UNDIFFERENTIATED_CARCINOMA,Undifferentiated Carcinoma,NCIT:C3692,NCIT
ATYPICAL NEVUS,Dysplastic Nevus,NCIT:C3694,NCIT
FIBROBLAST_LIKE,Neoplastic Fibroblast-Like Cell,NCIT:C36959,NCIT
MYXOPAPILLARY EPENDYMOMA,Myxopapillary Ependymoma,NCIT:C3697,NCIT
CHOROID PLEXUS PAPILLOMA,Choroid Plexus Papilloma,NCIT:C3698,NCIT
DEDIFFERENTIATED LIPOSARCOMA,Dedifferentiated Liposarcoma,NCIT:C3704,NCIT
SARC_DDLPS,Dedifferentiated Liposarcoma,NCIT:C3704,NCIT
PLEOMORPHIC LIPOSARCOMA,Pleomorphic Liposarcoma,NCIT:C3705,NCIT
GERM CELL TUMOR,Germ Cell Tumor,NCIT:C3708,NCIT
GLIAL CELL NEOPLASM,Neoplastic Glial Cell,NCIT:C37126,NCIT
EPITHELIOID SARCOMA,Epithelioid Sarcoma,NCIT:C3714,NCIT
EPITHELIOID_SARCOMA,Epithelioid Sarcoma,NCIT:C3714,NCIT
NEUROEPITHELIOMA,Primitive Neuroectodermal Tumor,NCIT:C3716,NCIT
PRIMITIVE NEUROECTODERMAL TUMOR,Primitive Neuroectodermal Tumor,NCIT:C3716,NCIT
PRIMITIVE NEUROECTODERMAL TUMOR PNET,Primitive Neuroectodermal Tumor,NCIT:C3716,NCIT
PNET,Primitive Neuroectodermal Tumor,NCIT:C3716,NCIT
PRIMITIVE NEUROECTODERMAL TUMOUR-MEDULLOBLASTOMA,Primitive Neuroectodermal Tumor<;>Medulloblastoma,NCIT:C3716<;>NCIT:C3222,NCIT
ANAPLASTIC LARGE CELL LYMPHOMA,Anaplastic Large Cell Lymphoma,NCIT:C3720,NCIT
ANAPLASTIC_LARGE_CELL_LYMPHOMA,Anaplastic Large Cell Lymphoma,NCIT:C3720,NCIT
"T-CELL, NON-HODGKINS, ANAPLASTIC LARGE CELL ALCL",Anaplastic Large Cell Lymphoma,NCIT:C3720,NCIT
T_CELL_ALCL,Anaplastic Large Cell Lymphoma,NCIT:C3720,NCIT
CD30+_ANAPLASTIC_LARGE_CELL_LYMPHOMA,Anaplastic Large Cell Lymphoma,NCIT:C3720,NCIT
SOLID PSEUDOPAPILLARY NEOPLASM OF THE PANCREAS,Solid Pseudopapillary Neoplasm of the Pancreas,NCIT:C37212,NCIT
PANCREAS-COLLOID MUCINOUS NON-CYSTIC CARCINOMA,Pancreatic Colloid Carcinoma,NCIT:C37214,NCIT
PDA - MUCINOUS NON-CYSTIC CARCINOMA,Pancreatic Colloid Carcinoma,NCIT:C37214,NCIT
RUNX1-RUNX1T1,AML1-ETO Fusion Protein Expression,NCIT:C37218,NCIT
CBFB-MYH11,CBFB-MYH11 Fusion Protein Expression,NCIT:C37219,NCIT
PML-RARA,PML-RARA Fusion Protein Expression,NCIT:C37223,NCIT
DESMOPLASTIC MELANOMA,Desmoplastic Melanoma,NCIT:C37257,NCIT
ADENOSQUAMOUS CARCINOMA,Adenosquamous Carcinoma,NCIT:C3727,NCIT
MIXED_ADENOSQUAMOUS_CARCINOMA,Adenosquamous Carcinoma,NCIT:C3727,NCIT
ADENOSQUAMOUS,Adenosquamous Carcinoma,NCIT:C3727,NCIT
HEPATOBLASTOMA,Hepatoblastoma,NCIT:C3728,NCIT
LIHB,Hepatoblastoma,NCIT:C3728,NCIT
HEAD & NECK SQUAMOUS CELL CARCINOMA BASALOID TYPE,Head and Neck Basaloid Carcinoma,NCIT:C37290,NCIT
MESENCHYMAL CHONDROSARCOMA,Mesenchymal Chondrosarcoma,NCIT:C3737,NCIT
CLEAR CELL SARCOMA,Clear Cell Sarcoma of Soft Tissue,NCIT:C3745,NCIT
ALVEOLAR RHABDOMYOSARCOMA,Alveolar Rhabdomyosarcoma,NCIT:C3749,NCIT
"RHABDOMYOSARCOMA, ALVEOLAR SUBTYPE",Alveolar Rhabdomyosarcoma,NCIT:C3749,NCIT
"RHABDOMYOSARCOMA, ALVEOLAR",Alveolar Rhabdomyosarcoma,NCIT:C3749,NCIT
ALVEOLAR SOFT PART SARCOMA,Alveolar Soft Part Sarcoma,NCIT:C3750,NCIT
ASPS,Alveolar Soft Part Sarcoma,NCIT:C3750,NCIT
EMBRYONAL CARCINOMA,Embryonal Carcinoma,NCIT:C3752,NCIT
EMBRYONAL,Embryonal Carcinoma,NCIT:C3752,NCIT
 EMBRYONAL CARCINOMA,Embryonal Carcinoma,NCIT:C3752,NCIT
 EMBRYONAL CARCINOMA[NOT AVAILABLE],Embryonal Carcinoma,NCIT:C3752,NCIT
 EMBRYONAL CARCINOMA[NOT AVAILABLE][NOT AVAILABLE][NOT AVAILABLE],Embryonal Carcinoma,NCIT:C3752,NCIT
EMBRYO_CARCINOMA,Embryonal Carcinoma,NCIT:C3752,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMA,Embryonal Carcinoma<;>Nonseminomatous,NCIT:C3752<;>NCIT:C28046,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMA[NOT AVAILABLE],Embryonal Carcinoma<;>Nonseminomatous,NCIT:C3752<;>NCIT:C28046,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMA[NOT AVAILABLE][NOT AVAILABLE][NOT AVAILABLE],Embryonal Carcinoma<;>Nonseminomatous,NCIT:C3752<;>NCIT:C28046,NCIT
EMBRYONAL CARCINOMANON-SEMINOMA,Embryonal Carcinoma<;>Nonseminomatous,NCIT:C3752<;>NCIT:C28046,NCIT
 EMBRYONAL CARCINOMANON-SEMINOMA,Embryonal Carcinoma<;>Nonseminomatous,NCIT:C3752<;>NCIT:C28046,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURE,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,NCIT:C3752<;>NCIT:C28046<;>NCIT:C9015,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMOR,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,NCIT:C3752<;>NCIT:C28046<;>NCIT:C9015,NCIT
NON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMA,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,NCIT:C3752<;>NCIT:C28046<;>NCIT:C9015,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; CHORIOCARCINOMA,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor<;>Choriocarcinoma,NCIT:C3752<;>NCIT:C28046<;>NCIT:C9015<;>NCIT:C2948,NCIT
SEMINOMA; NOSNON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; EMBRYONAL CARCINOMA,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,NCIT:C3752<;>NCIT:C28046<;>NCIT:C9015<;>NCIT:C9309,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMASEMINOMA; NOS,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,NCIT:C3752<;>NCIT:C28046<;>NCIT:C9309,NCIT
SEMINOMA; NOSNON-SEMINOMA; EMBRYONAL CARCINOMA,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,NCIT:C3752<;>NCIT:C28046<;>NCIT:C9309,NCIT
EMBRYONAL CARCINOMASEMINOMA,Embryonal Carcinoma<;>Seminoma,NCIT:C3752<;>NCIT:C9309,NCIT
 EMBRYONAL CARCINOMASEMINOMA,Embryonal Carcinoma<;>Seminoma,NCIT:C3752<;>NCIT:C9309,NCIT
GERMINOMA,Germinoma,NCIT:C3753,NCIT
HEPATOCELLULAR ADENOMA,Hepatocellular Adenoma,NCIT:C3758,NCIT
CLASSICAL HCA,Hepatocellular Adenoma,NCIT:C3758,NCIT
HCC ON HCA,Hepatocellular Adenoma<;>Hepatocellular Carcinoma,NCIT:C3758<;>NCIT:C3099,NCIT
HCA/HCC,Hepatocellular Adenoma<;>Hepatocellular Carcinoma,NCIT:C3758<;>NCIT:C3099,NCIT
CLEAR CELL ADENOCARCINOMA,Clear Cell Adenocarcinoma,NCIT:C3766,NCIT
CLEAR CELL CARCINOMA,Clear Cell Adenocarcinoma,NCIT:C3766,NCIT
CLEAR_CELL_CARCINOMA,Clear Cell Adenocarcinoma,NCIT:C3766,NCIT
ACINAR CELL CARCINOMA,Acinar Cell Carcinoma,NCIT:C3768,NCIT
ACINIC CELL CARCINOMA,Acinar Cell Carcinoma,NCIT:C3768,NCIT
"ACINAR CELL CARCINOMA, NOS",Acinar Cell Carcinoma,NCIT:C3768,NCIT
ACINAR/ PAPILLARY,Acinar Cell Carcinoma<;>Papillary,NCIT:C3768<;>NCIT:C14166,NCIT
ENDOMETRIOID CARCINOMA,Endometrioid Adenocarcinoma,NCIT:C3769,NCIT
ENDOMETRIOID_CARCINOMA,Endometrioid Adenocarcinoma,NCIT:C3769,NCIT
"ADENOCARCINOMA, ENDOMETRIOID",Endometrioid Adenocarcinoma,NCIT:C3769,NCIT
LOBULAR CARCINOMA,Breast Lobular Carcinoma,NCIT:C3771,NCIT
BREAST LOBULAR HR+,Breast Lobular Carcinoma<;>Hormone Receptor-Positive Breast Carcinoma,NCIT:C3771<;>NCIT:C157056,NCIT
MUCOEPIDERMOID CARCINOMA,Mucoepidermoid Carcinoma,NCIT:C3772,NCIT
MUCOEPIDERMOID_CARCINOMA,Mucoepidermoid Carcinoma,NCIT:C3772,NCIT
"CARCINOMA, MUCOEPIDERMOID",Mucoepidermoid Carcinoma,NCIT:C3772,NCIT
NEUROENDOCRINE CARCINOMA,Neuroendocrine Carcinoma,NCIT:C3773,NCIT
"NEUROENDOCRINE CARCINOMA, NOS",Neuroendocrine Carcinoma,NCIT:C3773,NCIT
NEUROENDOCRINE CARCINOMA NOS,Neuroendocrine Carcinoma,NCIT:C3773,NCIT
82463 NEUROENDOCRINE CARCINOMA NOS,Neuroendocrine Carcinoma,NCIT:C3773,NCIT
POORLY DIFFERENTIATED NEC,Neuroendocrine Carcinoma<;>Poorly Differentiated,NCIT:C3773<;>NCIT:C14167,NCIT
"ADENOCARCINOMA, SIGNET RING CELL",Signet Ring Cell Carcinoma,NCIT:C3774,NCIT
MUCINOUS CYSTADENOCARCINOMA,Mucinous Cystadenocarcinoma,NCIT:C3776,NCIT
"CYSTADENOCARCINOMA, MUCINOUS",Mucinous Cystadenocarcinoma,NCIT:C3776,NCIT
SEROUS CYSTADENOCARCINOMA,Serous Cystadenocarcinoma,NCIT:C3778,NCIT
"CARCINOMA, GIANT CELL",Giant Cell Carcinoma,NCIT:C3779,NCIT
LARGE_CELL_CARCINOMA,Large Cell Carcinoma,NCIT:C3780,NCIT
LARGE CELL-UD,Large Cell Carcinoma<;>Undifferentiated,NCIT:C3780<;>NCIT:C14176,NCIT
LARGE CELL CARCINOMA-UD,Large Cell Carcinoma<;>Undifferentiated,NCIT:C3780<;>NCIT:C14176,NCIT
NEUROEPITHELIAL TUMOR,Neuroepithelial Neoplasm,NCIT:C3787,NCIT
MISCELLANEOUS NEUROEPITHELIAL TUMOR,Neuroepithelial Neoplasm,NCIT:C3787,NCIT
PRIMARY NEUROEPITHELIAL TUMOR,Neuroepithelial Neoplasm,NCIT:C3787,NCIT
HIGH-GRADE NEUROEPITHELIAL TUMOR,Neuroepithelial Neoplasm<;>High Grade,NCIT:C3787<;>NCIT:C14158,NCIT
GANGLIOGLIOMA,Ganglioglioma,NCIT:C3788,NCIT
OLFACTORY NEUROBLASTOMA,Olfactory Neuroblastoma,NCIT:C3789,NCIT
GANGLIONEUROBLASTOMA,Ganglioneuroblastoma,NCIT:C3790,NCIT
CENTRAL NEUROCYTOMA,Central Neurocytoma,NCIT:C3791,NCIT
SEX CORD-STROMAL TUMOUR,Sex Cord-Stromal Tumor,NCIT:C3794,NCIT
SEX CORD STROMAL TUMOR,Sex Cord-Stromal Tumor,NCIT:C3794,NCIT
GLIOSARCOMA,Gliosarcoma,NCIT:C3796,NCIT
"GLIOSARCOMA, IDH-WILDTYPE",Gliosarcoma<;>IDH Family Wildtype,NCIT:C3796<;>NCIT:C136567,NCIT
MALIGNANT PERIPHERAL NERVE SHEATH TUMOR,Malignant Peripheral Nerve Sheath Tumor,NCIT:C3798,NCIT
MALIGNANT PERIPHERAL NERVE SHEATH TUMORS MPNST,Malignant Peripheral Nerve Sheath Tumor,NCIT:C3798,NCIT
EPITHELIOID HEMANGIOENDOTHELIOMA,Epithelioid Hemangioendothelioma,NCIT:C3800,NCIT
HEMANGIOBLASTOMA,Hemangioblastoma,NCIT:C3801,NCIT
CERVICOMEDULLARY HEMANGIOBLASTOMA,Hemangioblastoma<;>Cervicomedullary Junction,NCIT:C3801<;>NCIT:C12973,NCIT
AMELANOTIC,Amelanotic Melanoma,NCIT:C3802,NCIT
MALIGNANT AMELANOTIC MELANOMA,Amelanotic Melanoma,NCIT:C3802,NCIT
"MELANOMA, AMELANOTIC",Amelanotic Melanoma,NCIT:C3802,NCIT
BLUE NEVUS,Blue Nevus,NCIT:C3803,NCIT
RT,Rhabdoid Tumor,NCIT:C3808,NCIT
RHABDOID TUMOR,Rhabdoid Tumor,NCIT:C3808,NCIT
RHABDOID TUMOUR,Rhabdoid Tumor,NCIT:C3808,NCIT
RHABDOID CANCER,Rhabdoid Tumor,NCIT:C3808,NCIT
MALIGNANT RHABDOID TUMOR,Rhabdoid Tumor,NCIT:C3808,NCIT
