original_value,curated_ontology_term_id_link,onto_source,curated_ontology,curated_ontology_term_id,notes
7-IDH1,http://purl.obolibrary.org/obo/NCIT_C77215,NCIT,IDH1 Gene,NCIT_C77215,
SMALL BOWEL CANCER,http://purl.obolibrary.org/obo/NCIT_C7724,NCIT,Small Intestinal Carcinoma,NCIT_C7724,
SMALL INTESTINAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7724,NCIT,Small Intestinal Carcinoma,NCIT_C7724,
SBS,http://purl.obolibrary.org/obo/NCIT_C7724,NCIT,Small Intestinal Carcinoma,NCIT_C7724,
SMALL BOWEL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7724,NCIT,Small Intestinal Carcinoma,NCIT_C7724,
PENILE SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7729,NCIT,Squamous Cell Carcinoma of the Penis,NCIT_C7729,
ABDOMINAL WALL,http://purl.obolibrary.org/obo/NCIT_C77608,NCIT,Abdominal Wall,NCIT_C77608,
PLEURAL FLUID,http://purl.obolibrary.org/obo/NCIT_C77613,NCIT,Pleural Fluid,NCIT_C77613,
SMALL BOWEL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7888,NCIT,Small Intestinal Adenocarcinoma,NCIT_C7888,
DUODENAL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7889,NCIT,Duodenal Adenocarcinoma,NCIT_C7889,
DUODENAL_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7889,NCIT,Duodenal Adenocarcinoma,NCIT_C7889,
HEPATOBILIARY CANCER,http://purl.obolibrary.org/obo/NCIT_C7927,NCIT,Liver and Intrahepatic Bile Duct Carcinoma,NCIT_C7927,
"LIVER CANCER, NOS",http://purl.obolibrary.org/obo/NCIT_C7927,NCIT,Liver and Intrahepatic Bile Duct Carcinoma,NCIT_C7927,
"BILIARY TRACT CANCER, NOS",http://purl.obolibrary.org/obo/NCIT_C7927,NCIT,Liver and Intrahepatic Bile Duct Carcinoma,NCIT_C7927,
LIVER_CANCER,http://purl.obolibrary.org/obo/NCIT_C7927,NCIT,Liver and Intrahepatic Bile Duct Carcinoma,NCIT_C7927,
BREAST INVASIVE LOBULAR CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7950,NCIT,Invasive Breast Lobular Carcinoma,NCIT_C7950,
INFILTRATING LOBULAR CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7950,NCIT,Invasive Breast Lobular Carcinoma,NCIT_C7950,
CANCER IDENTIFICATION ILC,http://purl.obolibrary.org/obo/NCIT_C7950,NCIT,Invasive Breast Lobular Carcinoma,NCIT_C7950,
ILC HR+HER2-,http://purl.obolibrary.org/obo/NCIT_C7950<;>http://purl.obolibrary.org/obo/NCIT_C157056<;>http://purl.obolibrary.org/obo/NCIT_C68749,NCIT,Invasive Breast Lobular Carcinoma<;>Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Negative,NCIT_C7950<;>NCIT_C157056<;>NCIT_C68749,
COLON MUCINOUS ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7966,NCIT,Colon Mucinous Adenocarcinoma,NCIT_C7966,
RECTAL MUCINOUS ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7973,NCIT,Rectal Mucinous Adenocarcinoma,NCIT_C7973,
MUCINOUS ADENOCARCINOMA OF THE COLON AND RECTUM,http://purl.obolibrary.org/obo/NCIT_C7973<;>http://purl.obolibrary.org/obo/NCIT_C7966,NCIT,Rectal Mucinous Adenocarcinoma<;>Colon Mucinous Adenocarcinoma,NCIT_C7973<;>NCIT_C7966,
EXTRAHEPATIC CHOLANGIOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7975,NCIT,Extrahepatic Bile Duct Adenocarcinoma,NCIT_C7975,
CHOLANGIO EXTRAHEPATIC,http://purl.obolibrary.org/obo/NCIT_C7975,NCIT,Extrahepatic Bile Duct Adenocarcinoma,NCIT_C7975,
CHOL EXTRA,http://purl.obolibrary.org/obo/NCIT_C7975,NCIT,Extrahepatic Bile Duct Adenocarcinoma,NCIT_C7975,
CHOLANGIOCARCINOMA; DISTAL,http://purl.obolibrary.org/obo/NCIT_C7976,NCIT,Distal Bile Duct Adenocarcinoma,NCIT_C7976,
ACINAR CELL CARCINOMA OF THE PANCREAS,http://purl.obolibrary.org/obo/NCIT_C7977,NCIT,Pancreatic Acinar Cell Carcinoma,NCIT_C7977,
ENDOMETRIOID OVARIAN CANCER,http://purl.obolibrary.org/obo/NCIT_C7979,NCIT,Ovarian Endometrioid Adenocarcinoma,NCIT_C7979,
"CYSTADENOCARCINOMA, CLEAR CELL",http://purl.obolibrary.org/obo/NCIT_C7980,NCIT,Ovarian Clear Cell Cystadenocarcinoma,NCIT_C7980,
VAGINAL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C7981,NCIT,Vaginal Adenocarcinoma,NCIT_C7981,
SMALL CELL CARCINOMA OF THE CERVIX,http://purl.obolibrary.org/obo/NCIT_C7982,NCIT,Cervical Small Cell Neuroendocrine Carcinoma,NCIT_C7982,
CERVICAL_SMALL_CELL,http://purl.obolibrary.org/obo/NCIT_C7982,NCIT,Cervical Small Cell Neuroendocrine Carcinoma,NCIT_C7982,
EPITHELIOID MESOTHELIOMA,http://purl.obolibrary.org/obo/NCIT_C7985,NCIT,Epithelioid Mesothelioma,NCIT_C7985,
"SQUAMOUS CELL CARCINOMA, SALIVARY GLAND",http://purl.obolibrary.org/obo/NCIT_C7991,NCIT,Salivary Gland Squamous Cell Carcinoma,NCIT_C7991,
THYMOMA; TYPE B3,http://purl.obolibrary.org/obo/NCIT_C7997,NCIT,Thymoma Type B3,NCIT_C7997,
 TYPE B3,http://purl.obolibrary.org/obo/NCIT_C7997,NCIT,Thymoma Type B3,NCIT_C7997,
B3,http://purl.obolibrary.org/obo/NCIT_C7997,NCIT,Thymoma Type B3,NCIT_C7997,
SALIVARY ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8021,NCIT,Salivary Gland Adenocarcinoma,NCIT_C8021,
SALIVARY ADENOCARCINOMA NOS,http://purl.obolibrary.org/obo/NCIT_C8021,NCIT,Salivary Gland Adenocarcinoma,NCIT_C8021,
SALIVARY GLAND-TYPE TUMOR OF THE LUNG,http://purl.obolibrary.org/obo/NCIT_C8025<;>http://purl.obolibrary.org/obo/NCIT_C3200,NCIT,Malignant Mixed Tumor of the Salivary Gland<;>Lung Neoplasm,NCIT_C8025<;>NCIT_C3200,
UTERINE CLEAR CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8028,NCIT,Endometrial Clear Cell Adenocarcinoma,NCIT_C8028,
MIXED_ENDOMETRIOID_CLEAR_CELL,http://purl.obolibrary.org/obo/NCIT_C8028<;>http://purl.obolibrary.org/obo/NCIT_C25259,NCIT,Endometrial Clear Cell Adenocarcinoma<;>Mixed,NCIT_C8028<;>NCIT_C25259,
"HIGH-GRADE B-CELL LYMPHOMA, NOS",http://purl.obolibrary.org/obo/NCIT_C80291,NCIT,"High Grade B-Cell Lymphoma, Not Otherwise Specified",NCIT_C80291,
WALDENSTROM MACROGLOBULINEMIA,http://purl.obolibrary.org/obo/NCIT_C80307,NCIT,Waldenstrom Macroglobulinemia,NCIT_C80307,
MONOCLONAL B-CELL LYMPHOCYTOSIS,http://purl.obolibrary.org/obo/NCIT_C80310,NCIT,Monoclonal B-Cell Lymphocytosis,NCIT_C80310,
B-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA WITH T9;22Q34.1;Q11.2,http://purl.obolibrary.org/obo/NCIT_C80331,NCIT,B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1,NCIT_C80331,
B-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA WITH T9;22Q34.1;Q11.2;BCR-ABL1,http://purl.obolibrary.org/obo/NCIT_C80331,NCIT,B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1,NCIT_C80331,
PH-LIKEALL,http://purl.obolibrary.org/obo/NCIT_C80331,NCIT,B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1,NCIT_C80331,
HYPERDIPLOID,http://purl.obolibrary.org/obo/NCIT_C80336,NCIT,Hyperdiploidy,NCIT_C80336,
HYPODIPLOID,http://purl.obolibrary.org/obo/NCIT_C80337,NCIT,Hypodiploidy,NCIT_C80337,
LOW HYPODIPLOID,http://purl.obolibrary.org/obo/NCIT_C80338,NCIT,B Lymphoblastic Leukemia/Lymphoma with Hypodiploidy,NCIT_C80338,
MASKED LOW HYPODIPLOID,http://purl.obolibrary.org/obo/NCIT_C80338,NCIT,B Lymphoblastic Leukemia/Lymphoma with Hypodiploidy,NCIT_C80338,
FOLLICULAR THYROID CANCER,http://purl.obolibrary.org/obo/NCIT_C8054,NCIT,Thyroid Gland Follicular Carcinoma,NCIT_C8054,
FOLLICULAR CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8054,NCIT,Thyroid Gland Follicular Carcinoma,NCIT_C8054,
FOLLICULAR THYROID CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8054,NCIT,Thyroid Gland Follicular Carcinoma,NCIT_C8054,
FOLLICULAR_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8054,NCIT,Thyroid Gland Follicular Carcinoma,NCIT_C8054,
"CARCINOMA, FOLLICULAR",http://purl.obolibrary.org/obo/NCIT_C8054,NCIT,Thyroid Gland Follicular Carcinoma,NCIT_C8054,
FOLLICULAR IN MET,http://purl.obolibrary.org/obo/NCIT_C8054<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Thyroid Gland Follicular Carcinoma<;>Metastasis,NCIT_C8054<;>NCIT_C19151,
"FOLLICULAR, HURTHLE",http://purl.obolibrary.org/obo/NCIT_C8054<;>http://purl.obolibrary.org/obo/NCIT_C4946,NCIT,Thyroid Gland Follicular Carcinoma<;>Thyroid Gland Oncocytic Carcinoma,NCIT_C8054<;>NCIT_C4946,
DYSGERMINOMA,http://purl.obolibrary.org/obo/NCIT_C8106,NCIT,Ovarian Dysgerminoma,NCIT_C8106,
OROPHARYNX SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8181,NCIT,Oropharyngeal Squamous Cell Carcinoma,NCIT_C8181,
"MIXED PHENOTYPE ACUTE LEUKEMIA, B/MYELOID, NOS",http://purl.obolibrary.org/obo/NCIT_C82212,NCIT,"Mixed Phenotype Acute Leukemia, B/Myeloid, Not Otherwise Specified",NCIT_C82212,
"MIXED PHENOTYPE ACUTE LEUKEMIA, T/MYELOID, NOS",http://purl.obolibrary.org/obo/NCIT_C82213,NCIT,"Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified",NCIT_C82213,
"MIXED PHENOTYPE ACUTE LEUKAEMIA, T/MYELOID, NOS",http://purl.obolibrary.org/obo/NCIT_C82213,NCIT,"Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified",NCIT_C82213,
NATURAL KILLER CELL LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C82217,NCIT,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,NCIT_C82217,
NATURAL KILLER NK CELL LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C82217,NCIT,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,NCIT_C82217,
NKC,http://purl.obolibrary.org/obo/NCIT_C82217,NCIT,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,NCIT_C82217,
"MLL TRANSLOCATION, T9;11",http://purl.obolibrary.org/obo/NCIT_C82403,NCIT,Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-MLL,NCIT_C82403,
AML WITH T9;11P22;Q23;  MLLT3-MLL,http://purl.obolibrary.org/obo/NCIT_C82403,NCIT,Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-MLL,NCIT_C82403,
AML WITH T9;11P22;Q23; MLLT3-MLL,http://purl.obolibrary.org/obo/NCIT_C82403,NCIT,Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-MLL,NCIT_C82403,
AML WITH T6:9P23:Q34.1; DEK-NUP214,http://purl.obolibrary.org/obo/NCIT_C82423,NCIT,Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214,NCIT_C82423,
AML WITH T6;9P23;Q34.1;DEK-NUP214,http://purl.obolibrary.org/obo/NCIT_C82423,NCIT,Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214,NCIT_C82423,
AML WITH T6;9P23;Q34; DEK-NUP214,http://purl.obolibrary.org/obo/NCIT_C82423,NCIT,Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214,NCIT_C82423,
"AML WITH INV3Q21.3;Q26.2 OR T3;3Q21.3;Q26.2; GATA2, MECOM",http://purl.obolibrary.org/obo/NCIT_C82426,NCIT,"Acute Myeloid Leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2); GATA2, MECOM",NCIT_C82426,
AML WITH INV3Q21;Q26.2 OR T3;3Q21;Q26.2; RPN1-EVI1,http://purl.obolibrary.org/obo/NCIT_C82426,NCIT,"Acute Myeloid Leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2); GATA2, MECOM",NCIT_C82426,
"AML WITH INV3Q21.3Q26.2 OR T3;3Q21.3;Q26.2; GATA2, MECOM",http://purl.obolibrary.org/obo/NCIT_C82426,NCIT,"Acute Myeloid Leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2); GATA2, MECOM",NCIT_C82426,
AML WITH INV3Q21Q26.2 OR T3;3Q21;Q26.2; RPN1-EVI1,http://purl.obolibrary.org/obo/NCIT_C82426,NCIT,"Acute Myeloid Leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2); GATA2, MECOM",NCIT_C82426,
AML WITH MUTATED NPM1,http://purl.obolibrary.org/obo/NCIT_C82431,NCIT,Acute Myeloid Leukemia with Mutated NPM1,NCIT_C82431,
AML WITH MUTATED CEBPA,http://purl.obolibrary.org/obo/NCIT_C82433,NCIT,Acute Myeloid Leukemia with Mutated CEBPA,NCIT_C82433,
MDS WITH SINGLE LINEAGE DYSPLASIA,http://purl.obolibrary.org/obo/NCIT_C82591,NCIT,Myelodysplastic Syndrome with Single Lineage Dysplasia,NCIT_C82591,
MDS/MPN WITH RING SIDEROBLASTS AND THROMBOCYTOSIS,http://purl.obolibrary.org/obo/NCIT_C82616,NCIT,Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis,NCIT_C82616,
RARS-T,http://purl.obolibrary.org/obo/NCIT_C82616,NCIT,Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis,NCIT_C82616,
PANCREATIC ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8294,NCIT,Pancreatic Adenocarcinoma,NCIT_C8294,
PANCREAS-ADENOCARCINOMA-OTHER SUBTYPE,http://purl.obolibrary.org/obo/NCIT_C8294,NCIT,Pancreatic Adenocarcinoma,NCIT_C8294,
PAAD,http://purl.obolibrary.org/obo/NCIT_C8294,NCIT,Pancreatic Adenocarcinoma,NCIT_C8294,
POORLY DIFFERENTIATED PANCREATIC ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8294<;>http://purl.obolibrary.org/obo/NCIT_C36798,NCIT,Pancreatic Adenocarcinoma<;>Poorly Differentiated Adenocarcinoma Cell,NCIT_C8294<;>NCIT_C36798,
DESMOPLASTIC SMALL ROUND CELL TUMOR,http://purl.obolibrary.org/obo/NCIT_C8300,NCIT,Desmoplastic Small Round Cell Tumor,NCIT_C8300,
DESMOPLASTIC SMALL-ROUND-CELL TUMOR,http://purl.obolibrary.org/obo/NCIT_C8300,NCIT,Desmoplastic Small Round Cell Tumor,NCIT_C8300,
SMALL ROUND BLUE CELL TUMOR,http://purl.obolibrary.org/obo/NCIT_C8300,NCIT,Desmoplastic Small Round Cell Tumor,NCIT_C8300,
SMALL ROUND BLUE CELL TUMOR/ EWING SARCOMA,http://purl.obolibrary.org/obo/NCIT_C8300<;>http://purl.obolibrary.org/obo/NCIT_C4817,NCIT,Desmoplastic Small Round Cell Tumor<;>Ewing Sarcoma,NCIT_C8300<;>NCIT_C4817,
MALIGNANT_PAPILLARY_SEROUS_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8377,NCIT,Papillary Serous Cystadenocarcinoma,NCIT_C8377,
GIANT CELL 'MFH' / UNDIFFERENTIATED PLEOMORPHIC SARCOMA WITH GIANT CELLS,http://purl.obolibrary.org/obo/NCIT_C8380,NCIT,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,NCIT_C8380,
DIFFUSE MALIGNANT MESOTHELIOMA - NOS,http://purl.obolibrary.org/obo/NCIT_C8420,NCIT,Diffuse Malignant Mesothelioma,NCIT_C8420,
MASTOCYTOSIS,http://purl.obolibrary.org/obo/NCIT_C84269,NCIT,Mastocytosis,NCIT_C84269,
AML WITH MINIMAL DIFFERENTIATION,http://purl.obolibrary.org/obo/NCIT_C8460,NCIT,Acute Myeloid Leukemia with Minimal Differentiation,NCIT_C8460,
M0,http://purl.obolibrary.org/obo/NCIT_C8460,NCIT,Acute Myeloid Leukemia with Minimal Differentiation,NCIT_C8460,
"CHRONIC LYMPHOBLASTIC LEUKEMIA CLL, B-CELL",http://purl.obolibrary.org/obo/NCIT_C8502,NCIT,Chronic Lymphoblastic Lymphoma,NCIT_C8502,
TUMOR PRIMARY,http://purl.obolibrary.org/obo/NCIT_C8509,NCIT,Primary Neoplasm,NCIT_C8509,
PRIMARY RESIDUAL,http://purl.obolibrary.org/obo/NCIT_C8509,NCIT,Primary Neoplasm,NCIT_C8509,
PRIMARY TUMOUR,http://purl.obolibrary.org/obo/NCIT_C8509,NCIT,Primary Neoplasm,NCIT_C8509,
PAIRED PRIMARY TUMOR,http://purl.obolibrary.org/obo/NCIT_C8509<;>http://purl.obolibrary.org/obo/NCIT_C48046,NCIT,Primary Neoplasm<;>Paired,NCIT_C8509<;>NCIT_C48046,
PRIMARY TUMOR UNPAIRED,http://purl.obolibrary.org/obo/NCIT_C8509<;>http://purl.obolibrary.org/obo/NCIT_C78867,NCIT,Primary Neoplasm<;>Unpaired,NCIT_C8509<;>NCIT_C78867,
LOCALLY ADVANCED,http://purl.obolibrary.org/obo/NCIT_C8524,NCIT,Locally Advanced Malignant Neoplasm,NCIT_C8524,
OCULAR MELANOMA,http://purl.obolibrary.org/obo/NCIT_C8562,NCIT,Ocular Melanoma,NCIT_C8562,
OPTIC PATHWAY GLIOMA,http://purl.obolibrary.org/obo/NCIT_C8567,NCIT,Visual Pathway Glioma,NCIT_C8567,
REFRACTORY CYTOPENIA WITH MULTILINEAGE DYSPLASIA,http://purl.obolibrary.org/obo/NCIT_C8574,NCIT,Myelodysplastic Syndrome with Multilineage Dysplasia,NCIT_C8574,
RCMD,http://purl.obolibrary.org/obo/NCIT_C8574,NCIT,Myelodysplastic Syndrome with Multilineage Dysplasia,NCIT_C8574,
MDS WITH MULTILINEAGE DYSPLASIA,http://purl.obolibrary.org/obo/NCIT_C8574,NCIT,Myelodysplastic Syndrome with Multilineage Dysplasia,NCIT_C8574,
TGCT,http://purl.obolibrary.org/obo/NCIT_C8591,NCIT,Testicular Germ Cell Tumor,NCIT_C8591,
ACUTE_LYMPHOBLASTIC_B_CELL_LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C8644,NCIT,B Acute Lymphoblastic Leukemia,NCIT_C8644,
"ACUTE LYMPHOBLASTIC LEUKEMIA ALL, B-CELL",http://purl.obolibrary.org/obo/NCIT_C8644,NCIT,B Acute Lymphoblastic Leukemia,NCIT_C8644,
B-CELL_ALL,http://purl.obolibrary.org/obo/NCIT_C8644,NCIT,B Acute Lymphoblastic Leukemia,NCIT_C8644,
B-CELL ACUTE LYMPHOID LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C8644,NCIT,B Acute Lymphoblastic Leukemia,NCIT_C8644,
BCP-ALL,http://purl.obolibrary.org/obo/NCIT_C8644,NCIT,B Acute Lymphoblastic Leukemia,NCIT_C8644,
MDS-U,http://purl.obolibrary.org/obo/NCIT_C8648,NCIT,"Myelodysplastic Syndrome, Unclassifiable",NCIT_C8648,
"MYELODYSPLASTIC SYNDROME, UNCLASSIFIABLE",http://purl.obolibrary.org/obo/NCIT_C8648,NCIT,"Myelodysplastic Syndrome, Unclassifiable",NCIT_C8648,
"MDS, UNCLASSIFIABLE",http://purl.obolibrary.org/obo/NCIT_C8648,NCIT,"Myelodysplastic Syndrome, Unclassifiable",NCIT_C8648,
T-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C8694,NCIT,T Lymphoblastic Leukemia/Lymphoma,NCIT_C8694,
TLL,http://purl.obolibrary.org/obo/NCIT_C8694,NCIT,T Lymphoblastic Leukemia/Lymphoma,NCIT_C8694,
PRE-T,http://purl.obolibrary.org/obo/NCIT_C8694,NCIT,T Lymphoblastic Leukemia/Lymphoma,NCIT_C8694,
ENDOMETRIAL SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8719,NCIT,Endometrial Squamous Cell Carcinoma,NCIT_C8719,
ENDOMETRIAL_SQUAMOUS,http://purl.obolibrary.org/obo/NCIT_C8719,NCIT,Endometrial Squamous Cell Carcinoma,NCIT_C8719,
EXTRASKELETAL OSTEOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C8810,NCIT,Extraskeletal Osteosarcoma,NCIT_C8810,
DIFFUSE LARGE B-CELL LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C8851,NCIT,Diffuse Large B-Cell Lymphoma,NCIT_C8851,
DLBCL,http://purl.obolibrary.org/obo/NCIT_C8851,NCIT,Diffuse Large B-Cell Lymphoma,NCIT_C8851,
DIFFUSE LARGE B-CELL LYMPHOMA DLBCL,http://purl.obolibrary.org/obo/NCIT_C8851,NCIT,Diffuse Large B-Cell Lymphoma,NCIT_C8851,
"DIFFUSE LARGE B-CELL LYMPHOMA, NOS",http://purl.obolibrary.org/obo/NCIT_C8851,NCIT,Diffuse Large B-Cell Lymphoma,NCIT_C8851,
DIFFUSE_LARGE_B_CELL_LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C8851,NCIT,Diffuse Large B-Cell Lymphoma,NCIT_C8851,
DIFFUSE LARGE B-CELL LYMPHOMA DLBCL NOS ANY ANATOMIC SITE NODAL OR EXTRANODAL,http://purl.obolibrary.org/obo/NCIT_C8851,NCIT,Diffuse Large B-Cell Lymphoma,NCIT_C8851,
DIFFSE LARGE B-CELL LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C8851,NCIT,Diffuse Large B-Cell Lymphoma,NCIT_C8851,
LYMPHOMA_DLBCL,http://purl.obolibrary.org/obo/NCIT_C8851,NCIT,Diffuse Large B-Cell Lymphoma,NCIT_C8851,
DLBC,http://purl.obolibrary.org/obo/NCIT_C8851,NCIT,Diffuse Large B-Cell Lymphoma,NCIT_C8851,
NODAL MARGINAL ZONE LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C8863,NCIT,Nodal Marginal Zone Lymphoma,NCIT_C8863,
ACUTE ERYTHROID LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C8923,NCIT,Acute Erythroid Leukemia,NCIT_C8923,
ACUTE ERYTHROID LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C8923,NCIT,Acute Erythroid Leukemia,NCIT_C8923,
"ACUTE MYELOGENOUS LEUKEMIA AML, M6 ERYTHROLEUKEMIA",http://purl.obolibrary.org/obo/NCIT_C8923,NCIT,Acute Erythroid Leukemia,NCIT_C8923,
M6,http://purl.obolibrary.org/obo/NCIT_C8923,NCIT,Acute Erythroid Leukemia,NCIT_C8923,
B-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C8936,NCIT,B Lymphoblastic Leukemia/Lymphoma,NCIT_C8936,
BLL,http://purl.obolibrary.org/obo/NCIT_C8936,NCIT,B Lymphoblastic Leukemia/Lymphoma,NCIT_C8936,
 CARCINOMA PATIENT WITH METASTATIC CARCINOMA OF THE PROSTATE AND A 3 YEAR HISTORY OF LYMPHOCYTIC LEUKEMIA.,http://purl.obolibrary.org/obo/NCIT_C8946<;>http://purl.obolibrary.org/obo/NCIT_C7539,NCIT,Metastatic Prostate Carcinoma<;>Lymphoid Leukemia,NCIT_C8946<;>NCIT_C7539,
 SYNOVIAL,http://purl.obolibrary.org/obo/NCIT_C8964,NCIT,Synovial Neoplasm,NCIT_C8964,
SYNOVIAL,http://purl.obolibrary.org/obo/NCIT_C8964,NCIT,Synovial Neoplasm,NCIT_C8964,
PARAOSTEAL OSTEOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C8969,NCIT,Parosteal Osteosarcoma,NCIT_C8969,
PERIOSTEAL OSTEOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C8970,NCIT,Periosteal Osteosarcoma,NCIT_C8970,
EMBRYONAL RHABDOMYOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C8971,NCIT,Embryonal Rhabdomyosarcoma,NCIT_C8971,
"RHABDOMYOSARCOMA, EMBRYONAL",http://purl.obolibrary.org/obo/NCIT_C8971,NCIT,Embryonal Rhabdomyosarcoma,NCIT_C8971,
UNDIFFERENTIATED UTERINE SARCOMA,http://purl.obolibrary.org/obo/NCIT_C8972,NCIT,Uterine Corpus Undifferentiated Sarcoma,NCIT_C8972,
ENDOMETRIAL STROMAL SARCOMA,http://purl.obolibrary.org/obo/NCIT_C8973,NCIT,Endometrioid Stromal Sarcoma,NCIT_C8973,
ENDOMETRIAL_STROMAL_SARCOMA,http://purl.obolibrary.org/obo/NCIT_C8973,NCIT,Endometrioid Stromal Sarcoma,NCIT_C8973,
HIGH-GRADE ENDOMETRIAL STROMAL SARCOMA,http://purl.obolibrary.org/obo/NCIT_C8973<;>http://purl.obolibrary.org/obo/NCIT_C14158,NCIT,Endometrioid Stromal Sarcoma<;>High Grade,NCIT_C8973<;>NCIT_C14158,
MMMT,http://purl.obolibrary.org/obo/NCIT_C8975,NCIT,Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT_C8975,
MULLERIAN CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8975,NCIT,Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT_C8975,
MULLERIAN_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8975,NCIT,Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT_C8975,
MALIGNANT MIXED MULLERIAN TUMOR MMMT,http://purl.obolibrary.org/obo/NCIT_C8975,NCIT,Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT_C8975,
TRANSLOCATION,http://purl.obolibrary.org/obo/NCIT_C89777,NCIT,Translocation,NCIT_C89777,
MEDULLARY_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C8998,NCIT,Medullary Carcinoma,NCIT_C8998,
ADRENOCORTICAL ADENOMA,http://purl.obolibrary.org/obo/NCIT_C9003,NCIT,Adrenal Cortical Adenoma,NCIT_C9003,
BASAL,http://purl.obolibrary.org/obo/NCIT_C90067,NCIT,Basal,NCIT_C90067,
BRCA_BASAL,http://purl.obolibrary.org/obo/NCIT_C90067,NCIT,Basal,NCIT_C90067,
