original_value,curated_ontology_term_id_link,onto_source,curated_ontology,curated_ontology_term_id
LOWER ABDOMINAL/PELVIC - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C25309<;>http://purl.obolibrary.org/obo/NCIT_C12664<;>http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Lower<;>Abdomen<;>Pelvis,NCIT_C25309<;>NCIT_C12664<;>NCIT_C12767
LOWER EXTREMITY - FOOT/ANKLE,http://purl.obolibrary.org/obo/NCIT_C12742<;>http://purl.obolibrary.org/obo/NCIT_C32622<;>http://purl.obolibrary.org/obo/NCIT_C32078,NCIT,Lower Extremity<;>Foot<;>Ankle Joint,NCIT_C12742<;>NCIT_C32622<;>NCIT_C32078
LOWER EXTREMITY - LOWER LEG/CALF,http://purl.obolibrary.org/obo/NCIT_C12742<;>http://purl.obolibrary.org/obo/NCIT_C25309<;>http://purl.obolibrary.org/obo/NCIT_C32974<;>http://purl.obolibrary.org/obo/NCIT_C93027,NCIT,Lower Extremity<;>Lower<;>Leg<;>Calf,NCIT_C12742<;>NCIT_C25309<;>NCIT_C32974<;>NCIT_C93027
LOWER ABDOMINAL/PELVIC - PELVICGYNECOLOGICAL - UTERUS,http://purl.obolibrary.org/obo/NCIT_C25309<;>http://purl.obolibrary.org/obo/NCIT_C12664<;>http://purl.obolibrary.org/obo/NCIT_C12767<;>http://purl.obolibrary.org/obo/NCIT_C12405,NCIT,Lower<;>Abdomen<;>Pelvis<;>Uterus,NCIT_C25309<;>NCIT_C12664<;>NCIT_C12767<;>NCIT_C12405
LOWER ABDOMINAL/PELVIC - BLADDER,http://purl.obolibrary.org/obo/NCIT_C25309<;>http://purl.obolibrary.org/obo/NCIT_C12664<;>http://purl.obolibrary.org/obo/NCIT_C12767<;>http://purl.obolibrary.org/obo/NCIT_C12414,NCIT,Lower<;>Abdomen<;>Pelvis<;>Bladder,NCIT_C25309<;>NCIT_C12664<;>NCIT_C12767<;>NCIT_C12414
LOWER EXTREMITY - GROIN,http://purl.obolibrary.org/obo/NCIT_C12742<;>http://purl.obolibrary.org/obo/NCIT_C12726,NCIT,Lower Extremity<;>Inguinal Region,NCIT_C12742<;>NCIT_C12726
UPPER EXTREMITY - SHOULDER/AXILLA,http://purl.obolibrary.org/obo/NCIT_C12671<;>http://purl.obolibrary.org/obo/NCIT_C25203<;>http://purl.obolibrary.org/obo/NCIT_C12674,NCIT,Upper Extremity<;>Shoulder<;>Axilla,NCIT_C12671<;>NCIT_C25203<;>NCIT_C12674
SUPERFICIAL TRUNK - ABDOMINAL WALL,http://purl.obolibrary.org/obo/NCIT_C12295<;>http://purl.obolibrary.org/obo/NCIT_C77608,NCIT,Skin of the Trunk<;>Abdominal Wall,NCIT_C12295<;>NCIT_C77608
SUPERFICIAL TRUNK - BUTTOCK,http://purl.obolibrary.org/obo/NCIT_C12295<;>http://purl.obolibrary.org/obo/NCIT_C89806,NCIT,Skin of the Trunk<;>Buttock,NCIT_C12295<;>NCIT_C89806
SUPERFICIAL TRUNK - FLANK,http://purl.obolibrary.org/obo/NCIT_C12295<;>http://purl.obolibrary.org/obo/NCIT_C93028,NCIT,Skin of the Trunk<;>Flank,NCIT_C12295<;>NCIT_C93028
SCALP METASTASIS,http://purl.obolibrary.org/obo/NCIT_C89807<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Scalp<;>Metastasis,NCIT_C89807<;>NCIT_C19151
LEFT THIGH METASTASIS,http://purl.obolibrary.org/obo/NCIT_C105632<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Left Thigh<;>Metastasis,NCIT_C105632<;>NCIT_C19151
GLUTEAL METASTASIS,http://purl.obolibrary.org/obo/NCIT_C78205<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Gluteal Muscle<;>Metastasis,NCIT_C78205<;>NCIT_C19151
LEFT AXILLARY LYMPH NODES,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12904,NCIT,Left<;>Axillary Lymph Node,NCIT_C25229<;>NCIT_C12904
NONRESPONDING ADRENAL GLAND METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12666<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Adrenal Gland<;>Metastasis,NCIT_C12666<;>NCIT_C19151
PORTAL LYMPH NODE METASTASIS,http://purl.obolibrary.org/obo/NCIT_C77645<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Portal Lymph Node<;>Metastasis,NCIT_C77645<;>NCIT_C19151
NONRESPONDING SPLEEN METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12432<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Spleen<;>Metastasis,NCIT_C12432<;>NCIT_C19151
LEFT PARIETAL BRAIN METASTASIS,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Left<;>Parietal Lobe<;>Metastasis,NCIT_C25229<;>NCIT_C12354<;>NCIT_C19151
L AXILLARY LYMPH NODE DISSECTION,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12904,NCIT,Left<;>Axillary Lymph Node,NCIT_C25229<;>NCIT_C12904
PUBIC NONRESPONDING METASTSIS,http://purl.obolibrary.org/obo/NCIT_C33423<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Pubic Bone<;>Metastasis,NCIT_C33423<;>NCIT_C19151
NONRESPONDING CUTANEOUS METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12470<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Skin<;>Metastasis,NCIT_C12470<;>NCIT_C19151
INGUINAL LYMPH NODES,http://purl.obolibrary.org/obo/NCIT_C32801,NCIT,Inguinal Lymph Node,NCIT_C32801
L TEMPORAL BRAIN METASTASIS,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12353<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Left<;>Temporal Lobe<;>Metastasis,NCIT_C25229<;>NCIT_C12353<;>NCIT_C19151
R CHEST WALL NODULAR METASTASIS,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C62484<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Right<;>Chest Wall<;>Metastasis,NCIT_C25228<;>NCIT_C62484<;>NCIT_C19151
R AXILLARY LYMPH NODE METASTASIS,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12904<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Right<;>Axillary Lymph Node<;>Metastasis,NCIT_C25228<;>NCIT_C12904<;>NCIT_C19151
"ANTERIOR CHEST, SKIN METASTASIS",http://purl.obolibrary.org/obo/FMA_24816<;>http://purl.obolibrary.org/obo/NCIT_C12470<;>http://purl.obolibrary.org/obo/NCIT_C19151,FMA<;>NCIT,Anterior Chest<;>Skin<;>Metastasis,FMA_24816<;>NCIT_C12470<;>NCIT_C19151
ABDONIMAL NODULE,http://purl.obolibrary.org/obo/NCIT_C12664,NCIT,Abdomen,NCIT_C12664
L ARM MELANOMA,http://purl.obolibrary.org/obo/NCIT_C105633,NCIT,Left Arm,NCIT_C105633
SKIN/CHEST WALL METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12470<;>http://purl.obolibrary.org/obo/NCIT_C62484<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Skin<;>Chest Wall<;>Metastasis,NCIT_C12470<;>NCIT_C62484<;>NCIT_C19151
FOREARM METASTASIS,http://purl.obolibrary.org/obo/NCIT_C32628<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Forearm<;>Metastasis,NCIT_C32628<;>NCIT_C19151
NECK LYMPH NODE,http://purl.obolibrary.org/obo/NCIT_C13063<;>http://purl.obolibrary.org/obo/NCIT_C12745,NCIT,Neck<;>Lymph Node,NCIT_C13063<;>NCIT_C12745
ABDOMINAL TUMOR NODULES,http://purl.obolibrary.org/obo/NCIT_C12664,NCIT,Abdomen,NCIT_C12664
SKIN AND BREAST METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12470<;>http://purl.obolibrary.org/obo/NCIT_C12971<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Skin<;>Breast<;>Metastasis,NCIT_C12470<;>NCIT_C12971<;>NCIT_C19151
LESSER CURVE,http://purl.obolibrary.org/obo/NCIT_C12261,NCIT,Lesser Curvature of the Stomach,NCIT_C12261
GREATER CURVE,http://purl.obolibrary.org/obo/NCIT_C12262,NCIT,Greater Curvature of the Stomach,NCIT_C12262
INCISURA,http://purl.obolibrary.org/obo/FMA_14573,FMA,Angular Notch of Stomach,FMA_14573
RIGHT FRONTAL,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12352,NCIT,Right<;>Frontal Lobe,NCIT_C25228<;>NCIT_C12352
RIGHT TEMPORAL,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Right<;>Temporal Lobe,NCIT_C25228<;>NCIT_C12353
LEFT FRONTAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12352,NCIT,Left<;>Frontal Lobe,NCIT_C25229<;>NCIT_C12352
RIGHT PARIETAL,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Right<;>Parietal Lobe,NCIT_C25228<;>NCIT_C12354
RIGHT PARIETAL OCCIPITAL,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Right<;>Parietal Lobe<;>Occipital Lobe,NCIT_C25228<;>NCIT_C12354<;>NCIT_C12355
RIGHT FRONTOTEMPORAL,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Right<;>Frontal Lobe<;>Temporal Lobe,NCIT_C25228<;>NCIT_C12352<;>NCIT_C12353
LEFT TEMPOROPARIETAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Left<;>Temporal Lobe<;>Parietal Lobe,NCIT_C25229<;>NCIT_C12353
LEFT OCCIPITAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Left<;>Occipital Lobe,NCIT_C25229<;>NCIT_C12355
LEFT CEREBELLUM,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12445,NCIT,Left<;>Cerebellum,NCIT_C25229<;>NCIT_C12445
RIGHT TEMPORO-OCCIPITAL,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12353<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Right<;>Temporal Lobe<;>Occipital Lobe,NCIT_C25228<;>NCIT_C12353<;>NCIT_C12355
LEFT TEMPORAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Left<;>Temporal Lobe,NCIT_C25229<;>NCIT_C12353
LEFT TEMPORAL-OCCIPITAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12353<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Left<;>Temporal Lobe<;>Occipital Lobe,NCIT_C25229<;>NCIT_C12353<;>NCIT_C12355
LEFT PARIETAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Left<;>Parietal Lobe,NCIT_C25229<;>NCIT_C12354
LEFT PARIETOTEMPORAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Left<;>Temporal Lobe<;>Parietal Lobe,NCIT_C25229<;>NCIT_C12353
RIGHT FRONTAL/BASAL GANGLIA,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C12447,NCIT,Right<;>Frontal Lobe<;>Basal Ganglia,NCIT_C25228<;>NCIT_C12352<;>NCIT_C12447
"LEFT PARIETAL, RIGHT PARIETAL",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Left<;>Parietal Lobe<;>Right<;>Parietal Lobe,NCIT_C25229<;>NCIT_C12354<;>NCIT_C25228<;>NCIT_C12354
RIGHT PARIETO-OCCIPITAL,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Right<;>Parietal Lobe<;>Occipital Lobe,NCIT_C25228<;>NCIT_C12354<;>NCIT_C12355
LEFT PARIETO-OCCIPITAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Left<;>Parietal Lobe<;>Occipital Lobe,NCIT_C25229<;>NCIT_C12354<;>NCIT_C12355
LEFT FRONTAL LOBE,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12352,NCIT,Left<;>Frontal Lobe,NCIT_C25229<;>NCIT_C12352
RIGHT PARIETAL; RIGHT TEMPORAL,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Right<;>Parietal Lobe<;>Temporal Lobe,NCIT_C25228<;>NCIT_C12354<;>NCIT_C12353
LEFT FRONTOTEMPORAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Left<;>Frontal Lobe<;>Temporal Lobe,NCIT_C25229<;>NCIT_C12352<;>NCIT_C12353
LEFT OCCIPITAL-PARIETAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Left<;>Parietal Lobe<;>Occipital Lobe,NCIT_C25229<;>NCIT_C12354<;>NCIT_C12355
RIGHT CEREBELLUM/OCCIPITAL,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Right<;>Cerebellum<;>Occipital Lobe,NCIT_C25228<;>NCIT_C12445<;>NCIT_C12355
"TEMPORAL, PARIETAL LOBE, AND LATERAL  VENTRICLE",http://purl.obolibrary.org/obo/NCIT_C12834<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Lateral Ventricle<;>Parietal Lobe<;>Temporal Lobe,NCIT_C12834<;>NCIT_C12354<;>NCIT_C12353
TEMPORAL LOBE AND BASAL GANGLIA AND THALAMUS,http://purl.obolibrary.org/obo/NCIT_C12353<;>http://purl.obolibrary.org/obo/NCIT_C12447,NCIT,Temporal Lobe<;>Basal Ganglia,NCIT_C12353<;>NCIT_C12447
"BRAIN, RIGHT TEMPORAL",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Right<;>Temporal Lobe,NCIT_C25228<;>NCIT_C12353
"PLEURA, LEFT",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12469,NCIT,Left<;>Pleura,NCIT_C25229<;>NCIT_C12469
"BRAIN, RIGHT OCCIPITAL",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Right<;>Occipital Lobe,NCIT_C25228<;>NCIT_C12355
"PLEURA, RIGHT",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12469,NCIT,Right<;>Pleura,NCIT_C25228<;>NCIT_C12469
T3 EPIDURAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C33725,NCIT,T3 Vertebra,NCIT_C33725
"BRAIN, RIGHT FRONTAL",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12352,NCIT,Right<;>Frontal Lobe,NCIT_C25228<;>NCIT_C12352
"LYMPH NODE, RIGHT AXILLARY",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12904,NCIT,Right<;>Axillary Lymph Node,NCIT_C25228<;>NCIT_C12904
T9-T10 EPIDURAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C33731<;>http://purl.obolibrary.org/obo/NCIT_C33721,NCIT,T9 Vertebra<;>T10 Vertebra,NCIT_C33731<;>NCIT_C33721
"ABDOMINAL WALL, RIGHT",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C77608,NCIT,Right<;>Abdominal Wall,NCIT_C25228<;>NCIT_C77608
T8 EPIDURAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C33730,NCIT,T8 Vertebra,NCIT_C33730
"FEMUR, RIGHT BONE",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12717,NCIT,Right<;>Femur,NCIT_C25228<;>NCIT_C12717
"PLEURAL EFFUSION, LEFT",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C3331,NCIT,Left<;>Pleural Effusion,NCIT_C25229<;>NCIT_C3331
T2 EPIDURAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C33724,NCIT,T2 Vertebra,NCIT_C33724
"BRAIN, LEFT TEMPORAL",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Left<;>Temporal Lobe,NCIT_C25229<;>NCIT_C12353
"BRAIN, LEFT OCCIPITAL",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Left<;>Occipital Lobe,NCIT_C25229<;>NCIT_C12355
"BRAIN, LEFT PARIETAL",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Left<;>Parietal Lobe,NCIT_C25229<;>NCIT_C12354
"PLEURAL EFFUSION, RIGHT",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C3331,NCIT,Right<;>Pleural Effusion,NCIT_C25228<;>NCIT_C3331
"ABDOMEN, LEFT",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12664,NCIT,Left<;>Abdomen,NCIT_C25229<;>NCIT_C12664
"CHEST WALL, RIGHT RIBS SIX AND SEVEN",http://purl.obolibrary.org/obo/NCIT_C62484<;>http://purl.obolibrary.org/obo/NCIT_C52762<;>,NCIT,Chest Wall<;>Rib 6<;>Rib 7,NCIT_C62484<;>NCIT_C52762<;>NCIT_C52761
C7-T1 SPINAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C32245<;>http://purl.obolibrary.org/obo/NCIT_C33720,NCIT,C7 Vertebra<;>T1 Vertebra,NCIT_C32245<;>NCIT_C33720
"LUNG, PLEURA, DIAPHRAGM; RIGHT",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12468<;>http://purl.obolibrary.org/obo/NCIT_C12469<;>http://purl.obolibrary.org/obo/NCIT_C12702,NCIT,Right<;>Lung<;>Pleura<;>Diaphragm,NCIT_C25228<;>NCIT_C12468<;>NCIT_C12469<;>NCIT_C12702
"LYMPH NODE, LEFT SUPRACLAVICULAR",http://purl.obolibrary.org/obo/FMA_232719,FMA,Left Supraclavicular Lymph Node,FMA_232719
"CHEST WALL, RIGHT",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C62484,NCIT,Right<;>Chest Wall,NCIT_C25228<;>NCIT_C62484
"KIDNEY AND ADRENAL GLAND, LEFT",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12666<;>http://purl.obolibrary.org/obo/NCIT_C12415,NCIT,Left<;>Adrenal Gland<;>Kidney,NCIT_C25229<;>NCIT_C12666<;>NCIT_C12415
C4 EPIDURAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C32242,NCIT,C4 Vertebra,NCIT_C32242
T5 EPIDURAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C33727,NCIT,T5 Vertebra,NCIT_C33727
T5-T6 EPIDURAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C33727<;>http://purl.obolibrary.org/obo/NCIT_C33728,NCIT,T5 Vertebra<;>T6 Vertebra,NCIT_C33727<;>NCIT_C33728
"ADRENAL GLAND, LEFT",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12666,NCIT,Left<;>Adrenal Gland,NCIT_C25229<;>NCIT_C12666
"PLUERA, RIGHT",http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12469,NCIT,Right<;>Pleura,NCIT_C25228<;>NCIT_C12469
LEFT OCCIPITAL BRAIN,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Left<;>Occipital Lobe,NCIT_C25229<;>NCIT_C12355
PLUERAL FLUID,http://purl.obolibrary.org/obo/NCIT_C77613,NCIT,Pleural Fluid,NCIT_C77613
LEFT TEMPORAL BRAIN,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Left<;>Temporal Lobe,NCIT_C25229<;>NCIT_C12353
"PLUERA, LEFT",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12469,NCIT,Left<;>Pleura,NCIT_C25229<;>NCIT_C12469
RIGHT OCCIPITAL BRAIN,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Right<;>Occipital Lobe,NCIT_C25228<;>NCIT_C12355
T10 EPIDURAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C33721,NCIT,T10 Vertebra,NCIT_C33721
"LUNG, LEFT LOBE",http://purl.obolibrary.org/obo/NCIT_C48945,NCIT,Lobe of the Left Lung,NCIT_C48945
RIGHT TEMPORAL BRAIN,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Right<;>Temporal Lobe,NCIT_C25228<;>NCIT_C12353
RIGHT MEDIASTINAL LYMPH NODE,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C33073,NCIT,Right<;>Mediastinal Lymph Node,NCIT_C25228<;>NCIT_C33073
RIGHT   HUMERUS,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12731,NCIT,Right<;>Humerus,NCIT_C25228<;>NCIT_C12731
SOFT   TISSUEBONESCAPULA,http://purl.obolibrary.org/obo/NCIT_C12471<;>http://purl.obolibrary.org/obo/NCIT_C12366<;>http://purl.obolibrary.org/obo/NCIT_C12783,NCIT,Soft Tissue<;>Bone<;>Scapula,NCIT_C12471<;>NCIT_C12366<;>NCIT_C12783
RIGHT OCCIPITAL NODE,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C98188,NCIT,Right<;>Occipital Lymph Node,NCIT_C25228<;>NCIT_C98188
L PARIETAL SCALP,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C89807,NCIT,Left<;>Parietal Lobe<;>Scalp,NCIT_C25229<;>NCIT_C12354<;>NCIT_C89807
UPPER ARM/ELBOW,http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C32141<;>http://purl.obolibrary.org/obo/NCIT_C32497,NCIT,Upper<;>Arm<;>Elbow Joint,NCIT_C25355<;>NCIT_C32141<;>NCIT_C32497
THIGH/KNEE,http://purl.obolibrary.org/obo/NCIT_C33763<;>http://purl.obolibrary.org/obo/NCIT_C32898,NCIT,Thigh<;>Knee Joint,NCIT_C33763<;>NCIT_C32898
LOWER ABDOMEN/PELVIS,http://purl.obolibrary.org/obo/NCIT_C25309<;>http://purl.obolibrary.org/obo/NCIT_C12664<;>http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Lower<;>Abdomen<;>Pelvis,NCIT_C25309<;>NCIT_C12664<;>NCIT_C12767
FOOT/ANKLE,http://purl.obolibrary.org/obo/NCIT_C32622<;>http://purl.obolibrary.org/obo/NCIT_C32078,NCIT,Foot<;>Ankle Joint,NCIT_C32622<;>NCIT_C32078
LOWER LEG/CALF,http://purl.obolibrary.org/obo/NCIT_C25309<;>http://purl.obolibrary.org/obo/NCIT_C32974<;>http://purl.obolibrary.org/obo/NCIT_C93027,NCIT,Lower<;>Leg<;>Calf,NCIT_C25309<;>NCIT_C32974<;>NCIT_C93027
SHOULDER/AXILLA,http://purl.obolibrary.org/obo/NCIT_C25203<;>http://purl.obolibrary.org/obo/NCIT_C12674,NCIT,Shoulder<;>Axilla,NCIT_C25203<;>NCIT_C12674
LUNG/PLEURA,http://purl.obolibrary.org/obo/NCIT_C12468<;>http://purl.obolibrary.org/obo/NCIT_C12469,NCIT,Lung<;>Pleura,NCIT_C12468<;>NCIT_C12469
"CEREBELLUM/POSTERIOR FOSSA,SPINAL CORD- CERVICAL,SPINAL CORD- LUMBAR/THECAL SAC,SPINAL CORD- THORACIC",http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361<;>http://purl.obolibrary.org/obo/NCIT_C12892<;>http://purl.obolibrary.org/obo/NCIT_C69314<;>http://purl.obolibrary.org/obo/NCIT_C49799<;>http://purl.obolibrary.org/obo/NCIT_C69315,NCIT,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,NCIT_C12445<;>NCIT_C33361<;>NCIT_C12892<;>NCIT_C69314<;>NCIT_C49799<;>NCIT_C69315
"OTHER LOCATIONS NOS,SPINAL CORD- LUMBAR/THECAL SAC,SPINAL CORD- THORACIC,TEMPORAL LOBE",http://purl.obolibrary.org/obo/NCIT_C69314<;>http://purl.obolibrary.org/obo/NCIT_C49799<;>http://purl.obolibrary.org/obo/NCIT_C69315<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Temporal Lobe,NCIT_C69314<;>NCIT_C49799<;>NCIT_C69315<;>NCIT_C12353
